Time,TOD,Hour,Day,Total (W),Phase_A (W),Phase_B (W),Phase_C (W),Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Holiday
2024-06-03 23:00:00,23:00:00,23,Monday,1002.0,265.0,553.0,184.0,False,True,False,False,False,False,False,False
2024-06-04 00:00:00,00:00:00,0,Tuesday,865.0,384.0,296.0,185.0,False,False,False,False,False,True,False,False
2024-06-04 01:00:00,01:00:00,1,Tuesday,1188.0,785.0,218.0,185.0,False,False,False,False,False,True,False,False
2024-06-04 02:00:00,02:00:00,2,Tuesday,1386.0,789.0,412.0,185.0,False,False,False,False,False,True,False,False
2024-06-04 03:00:00,03:00:00,3,Tuesday,865.0,466.0,215.0,184.0,False,False,False,False,False,True,False,False
2024-06-04 04:00:00,04:00:00,4,Tuesday,654.0,164.0,306.0,184.0,False,False,False,False,False,True,False,False
2024-06-04 05:00:00,05:00:00,5,Tuesday,900.0,513.0,202.0,185.0,False,False,False,False,False,True,False,False
2024-06-04 06:00:00,06:00:00,6,Tuesday,1103.0,695.0,284.0,124.0,False,False,False,False,False,True,False,False
2024-06-04 07:00:00,07:00:00,7,Tuesday,1017.0,712.0,196.0,109.0,False,False,False,False,False,True,False,False
2024-06-04 08:00:00,08:00:00,8,Tuesday,721.0,332.0,285.0,104.0,False,False,False,False,False,True,False,False
2024-06-04 09:00:00,09:00:00,9,Tuesday,855.0,326.0,425.0,104.0,False,False,False,False,False,True,False,False
2024-06-04 10:00:00,10:00:00,10,Tuesday,1671.0,1036.0,455.0,180.0,False,False,False,False,False,True,False,False
2024-06-04 11:00:00,11:00:00,11,Tuesday,1924.0,855.0,633.0,436.0,False,False,False,False,False,True,False,False
2024-06-04 12:00:00,12:00:00,12,Tuesday,2053.0,782.0,568.0,703.0,False,False,False,False,False,True,False,False
2024-06-04 13:00:00,13:00:00,13,Tuesday,1502.0,601.0,516.0,385.0,False,False,False,False,False,True,False,False
2024-06-04 14:00:00,14:00:00,14,Tuesday,3987.0,2832.0,530.0,625.0,False,False,False,False,False,True,False,False
2024-06-04 15:00:00,15:00:00,15,Tuesday,5067.0,4211.0,452.0,404.0,False,False,False,False,False,True,False,False
2024-06-04 16:00:00,16:00:00,16,Tuesday,1273.0,845.0,323.0,105.0,False,False,False,False,False,True,False,False
2024-06-04 17:00:00,17:00:00,17,Tuesday,508.0,210.0,193.0,105.0,False,False,False,False,False,True,False,False
2024-06-04 18:00:00,18:00:00,18,Tuesday,755.0,222.0,418.0,115.0,False,False,False,False,False,True,False,False
2024-06-04 19:00:00,19:00:00,19,Tuesday,961.0,573.0,216.0,172.0,False,False,False,False,False,True,False,False
2024-06-04 20:00:00,20:00:00,20,Tuesday,1221.0,718.0,318.0,185.0,False,False,False,False,False,True,False,False
2024-06-04 21:00:00,21:00:00,21,Tuesday,1275.0,886.0,205.0,184.0,False,False,False,False,False,True,False,False
2024-06-04 22:00:00,22:00:00,22,Tuesday,1212.0,631.0,386.0,195.0,False,False,False,False,False,True,False,False
2024-06-04 23:00:00,23:00:00,23,Tuesday,1245.0,857.0,201.0,187.0,False,False,False,False,False,True,False,False
2024-06-05 00:00:00,00:00:00,0,Wednesday,689.0,318.0,187.0,184.0,False,False,False,False,False,False,True,False
2024-06-05 01:00:00,01:00:00,1,Wednesday,616.0,235.0,197.0,184.0,False,False,False,False,False,False,True,False
2024-06-05 02:00:00,02:00:00,2,Wednesday,1187.0,801.0,201.0,185.0,False,False,False,False,False,False,True,False
2024-06-05 03:00:00,03:00:00,3,Wednesday,1327.0,740.0,402.0,185.0,False,False,False,False,False,False,True,False
2024-06-05 04:00:00,04:00:00,4,Wednesday,743.0,356.0,202.0,185.0,False,False,False,False,False,False,True,False
2024-06-05 05:00:00,05:00:00,5,Wednesday,637.0,174.0,278.0,185.0,False,False,False,False,False,False,True,False
2024-06-05 06:00:00,06:00:00,6,Wednesday,660.0,363.0,173.0,124.0,False,False,False,False,False,False,True,False
2024-06-05 07:00:00,07:00:00,7,Wednesday,1027.0,656.0,257.0,114.0,False,False,False,False,False,False,True,False
2024-06-05 08:00:00,08:00:00,8,Wednesday,998.0,717.0,174.0,107.0,False,False,False,False,False,False,True,False
2024-06-05 09:00:00,09:00:00,9,Wednesday,1158.0,691.0,361.0,106.0,False,False,False,False,False,False,True,False
2024-06-05 10:00:00,10:00:00,10,Wednesday,3129.0,2316.0,416.0,397.0,False,False,False,False,False,False,True,False
2024-06-05 11:00:00,11:00:00,11,Wednesday,2816.0,1890.0,527.0,399.0,False,False,False,False,False,False,True,False
2024-06-05 12:00:00,12:00:00,12,Wednesday,1707.0,1313.0,266.0,128.0,False,False,False,False,False,False,True,False
2024-06-05 13:00:00,13:00:00,13,Wednesday,1946.0,1201.0,346.0,399.0,False,False,False,False,False,False,True,False
2024-06-05 14:00:00,14:00:00,14,Wednesday,1415.0,640.0,373.0,402.0,False,False,False,False,False,False,True,False
2024-06-05 15:00:00,15:00:00,15,Wednesday,1571.0,777.0,390.0,404.0,False,False,False,False,False,False,True,False
2024-06-05 16:00:00,16:00:00,16,Wednesday,741.0,267.0,368.0,106.0,False,False,False,False,False,False,True,False
2024-06-05 17:00:00,17:00:00,17,Wednesday,1344.0,878.0,356.0,110.0,False,False,False,False,False,False,True,False
2024-06-05 18:00:00,18:00:00,18,Wednesday,1627.0,887.0,624.0,116.0,False,False,False,False,False,False,True,False
2024-06-05 19:00:00,19:00:00,19,Wednesday,875.0,220.0,483.0,172.0,False,False,False,False,False,False,True,False
2024-06-05 20:00:00,20:00:00,20,Wednesday,697.0,141.0,375.0,181.0,False,False,False,False,False,False,True,False
2024-06-05 21:00:00,21:00:00,21,Wednesday,704.0,221.0,299.0,184.0,False,False,False,False,False,False,True,False
2024-06-05 22:00:00,22:00:00,22,Wednesday,1454.0,873.0,396.0,185.0,False,False,False,False,False,False,True,False
2024-06-05 23:00:00,23:00:00,23,Wednesday,1194.0,730.0,279.0,185.0,False,False,False,False,False,False,True,False
2024-06-06 00:00:00,00:00:00,0,Thursday,807.0,337.0,286.0,184.0,False,False,False,False,True,False,False,False
2024-06-06 01:00:00,01:00:00,1,Thursday,950.0,249.0,517.0,184.0,False,False,False,False,True,False,False,False
2024-06-06 02:00:00,02:00:00,2,Thursday,996.0,485.0,325.0,186.0,False,False,False,False,True,False,False,False
2024-06-06 03:00:00,03:00:00,3,Thursday,1371.0,759.0,425.0,187.0,False,False,False,False,True,False,False,False
2024-06-06 04:00:00,04:00:00,4,Thursday,1242.0,643.0,413.0,186.0,False,False,False,False,True,False,False,False
2024-06-06 05:00:00,05:00:00,5,Thursday,749.0,266.0,296.0,187.0,False,False,False,False,True,False,False,False
2024-06-06 06:00:00,06:00:00,6,Thursday,797.0,284.0,389.0,124.0,False,False,False,False,True,False,False,False
2024-06-06 07:00:00,07:00:00,7,Thursday,791.0,416.0,267.0,108.0,False,False,False,False,True,False,False,False
2024-06-06 08:00:00,08:00:00,8,Thursday,1521.0,1020.0,393.0,108.0,False,False,False,False,True,False,False,False
2024-06-06 09:00:00,09:00:00,9,Thursday,1999.0,1547.0,346.0,106.0,False,False,False,False,True,False,False,False
2024-06-06 10:00:00,10:00:00,10,Thursday,4036.0,3322.0,469.0,245.0,False,False,False,False,True,False,False,False
2024-06-06 11:00:00,11:00:00,11,Thursday,4325.0,3590.0,520.0,215.0,False,False,False,False,True,False,False,False
2024-06-06 12:00:00,12:00:00,12,Thursday,4203.0,3648.0,412.0,143.0,False,False,False,False,True,False,False,False
2024-06-06 13:00:00,13:00:00,13,Thursday,1573.0,952.0,476.0,145.0,False,False,False,False,True,False,False,False
2024-06-06 14:00:00,14:00:00,14,Thursday,1415.0,764.0,456.0,195.0,False,False,False,False,True,False,False,False
2024-06-06 15:00:00,15:00:00,15,Thursday,1072.0,526.0,374.0,172.0,False,False,False,False,True,False,False,False
2024-06-06 16:00:00,16:00:00,16,Thursday,729.0,419.0,199.0,111.0,False,False,False,False,True,False,False,False
2024-06-06 17:00:00,17:00:00,17,Thursday,795.0,384.0,302.0,109.0,False,False,False,False,True,False,False,False
2024-06-06 18:00:00,18:00:00,18,Thursday,717.0,292.0,294.0,131.0,False,False,False,False,True,False,False,False
2024-06-06 19:00:00,19:00:00,19,Thursday,1108.0,716.0,216.0,176.0,False,False,False,False,True,False,False,False
2024-06-06 20:00:00,20:00:00,20,Thursday,1393.0,940.0,267.0,186.0,False,False,False,False,True,False,False,False
2024-06-06 21:00:00,21:00:00,21,Thursday,611.0,214.0,210.0,187.0,False,False,False,False,True,False,False,False
2024-06-06 22:00:00,22:00:00,22,Thursday,504.0,109.0,206.0,189.0,False,False,False,False,True,False,False,False
2024-06-06 23:00:00,23:00:00,23,Thursday,790.0,281.0,321.0,188.0,False,False,False,False,True,False,False,False
2024-06-07 00:00:00,00:00:00,0,Friday,1316.0,820.0,307.0,189.0,True,False,False,False,False,False,False,False
2024-06-07 01:00:00,01:00:00,1,Friday,1389.0,901.0,299.0,189.0,True,False,False,False,False,False,False,False
2024-06-07 02:00:00,02:00:00,2,Friday,882.0,487.0,207.0,188.0,True,False,False,False,False,False,False,False
2024-06-07 03:00:00,03:00:00,3,Friday,858.0,461.0,207.0,190.0,True,False,False,False,False,False,False,False
2024-06-07 04:00:00,04:00:00,4,Friday,1087.0,361.0,539.0,187.0,True,False,False,False,False,False,False,False
2024-06-07 05:00:00,05:00:00,5,Friday,1563.0,1000.0,374.0,189.0,True,False,False,False,False,False,False,False
2024-06-07 06:00:00,06:00:00,6,Friday,1245.0,804.0,303.0,138.0,True,False,False,False,False,False,False,False
2024-06-07 07:00:00,07:00:00,7,Friday,799.0,382.0,293.0,124.0,True,False,False,False,False,False,False,False
2024-06-07 08:00:00,08:00:00,8,Friday,675.0,371.0,195.0,109.0,True,False,False,False,False,False,False,False
2024-06-07 09:00:00,09:00:00,9,Friday,1385.0,1018.0,260.0,107.0,True,False,False,False,False,False,False,False
2024-06-07 10:00:00,10:00:00,10,Friday,1979.0,1042.0,505.0,432.0,True,False,False,False,False,False,False,False
2024-06-07 11:00:00,11:00:00,11,Friday,1648.0,691.0,333.0,624.0,True,False,False,False,False,False,False,False
2024-06-07 12:00:00,12:00:00,12,Friday,1211.0,318.0,529.0,364.0,True,False,False,False,False,False,False,False
2024-06-07 13:00:00,13:00:00,13,Friday,1297.0,458.0,393.0,446.0,True,False,False,False,False,False,False,False
2024-06-07 14:00:00,14:00:00,14,Friday,2097.0,929.0,474.0,694.0,True,False,False,False,False,False,False,False
2024-06-07 15:00:00,15:00:00,15,Friday,1272.0,708.0,383.0,181.0,True,False,False,False,False,False,False,False
2024-06-07 16:00:00,16:00:00,16,Friday,1266.0,876.0,280.0,110.0,True,False,False,False,False,False,False,False
2024-06-07 17:00:00,17:00:00,17,Friday,645.0,332.0,195.0,118.0,True,False,False,False,False,False,False,False
2024-06-07 18:00:00,18:00:00,18,Friday,758.0,338.0,286.0,134.0,True,False,False,False,False,False,False,False
2024-06-07 19:00:00,19:00:00,19,Friday,1116.0,743.0,194.0,179.0,True,False,False,False,False,False,False,False
2024-06-07 20:00:00,20:00:00,20,Friday,1487.0,1030.0,270.0,187.0,True,False,False,False,False,False,False,False
2024-06-07 21:00:00,21:00:00,21,Friday,665.0,270.0,206.0,189.0,True,False,False,False,False,False,False,False
2024-06-07 22:00:00,22:00:00,22,Friday,719.0,321.0,209.0,189.0,True,False,False,False,False,False,False,False
2024-06-07 23:00:00,23:00:00,23,Friday,640.0,249.0,204.0,187.0,True,False,False,False,False,False,False,False
2024-06-08 00:00:00,00:00:00,0,Saturday,1184.0,781.0,214.0,189.0,False,False,True,False,False,False,False,True
2024-06-08 01:00:00,01:00:00,1,Saturday,1166.0,777.0,201.0,188.0,False,False,True,False,False,False,False,True
2024-06-08 02:00:00,02:00:00,2,Saturday,1165.0,773.0,204.0,188.0,False,False,True,False,False,False,False,True
2024-06-08 03:00:00,03:00:00,3,Saturday,912.0,342.0,383.0,187.0,False,False,True,False,False,False,False,True
2024-06-08 04:00:00,04:00:00,4,Saturday,907.0,350.0,369.0,188.0,False,False,True,False,False,False,False,True
2024-06-08 05:00:00,05:00:00,5,Saturday,1547.0,1018.0,340.0,189.0,False,False,True,False,False,False,False,True
2024-06-08 06:00:00,06:00:00,6,Saturday,1094.0,762.0,205.0,127.0,False,False,True,False,False,False,False,True
2024-06-08 07:00:00,07:00:00,7,Saturday,679.0,367.0,194.0,118.0,False,False,True,False,False,False,False,True
2024-06-08 08:00:00,08:00:00,8,Saturday,769.0,215.0,444.0,110.0,False,False,True,False,False,False,False,True
2024-06-08 09:00:00,09:00:00,9,Saturday,609.0,217.0,283.0,109.0,False,False,True,False,False,False,False,True
2024-06-08 10:00:00,10:00:00,10,Saturday,1189.0,796.0,283.0,110.0,False,False,True,False,False,False,False,True
2024-06-08 11:00:00,11:00:00,11,Saturday,1253.0,857.0,286.0,110.0,False,False,True,False,False,False,False,True
2024-06-08 12:00:00,12:00:00,12,Saturday,600.0,156.0,335.0,109.0,False,False,True,False,False,False,False,True
2024-06-08 13:00:00,13:00:00,13,Saturday,705.0,320.0,275.0,110.0,False,False,True,False,False,False,False,True
2024-06-08 14:00:00,14:00:00,14,Saturday,929.0,525.0,294.0,110.0,False,False,True,False,False,False,False,True
2024-06-08 15:00:00,15:00:00,15,Saturday,1068.0,759.0,198.0,111.0,False,False,True,False,False,False,False,True
2024-06-08 16:00:00,16:00:00,16,Saturday,960.0,648.0,201.0,111.0,False,False,True,False,False,False,False,True
2024-06-08 17:00:00,17:00:00,17,Saturday,739.0,330.0,291.0,118.0,False,False,True,False,False,False,False,True
2024-06-08 18:00:00,18:00:00,18,Saturday,843.0,408.0,303.0,132.0,False,False,True,False,False,False,False,True
2024-06-08 19:00:00,19:00:00,19,Saturday,1374.0,890.0,309.0,175.0,False,False,True,False,False,False,False,True
2024-06-08 20:00:00,20:00:00,20,Saturday,1573.0,1014.0,369.0,190.0,False,False,True,False,False,False,False,True
2024-06-08 21:00:00,21:00:00,21,Saturday,1272.0,773.0,311.0,188.0,False,False,True,False,False,False,False,True
2024-06-08 22:00:00,22:00:00,22,Saturday,1346.0,954.0,204.0,188.0,False,False,True,False,False,False,False,True
2024-06-08 23:00:00,23:00:00,23,Saturday,650.0,164.0,298.0,188.0,False,False,True,False,False,False,False,True
2024-06-09 00:00:00,00:00:00,0,Sunday,834.0,339.0,307.0,188.0,False,False,False,True,False,False,False,False
2024-06-09 01:00:00,01:00:00,1,Sunday,952.0,450.0,314.0,188.0,False,False,False,True,False,False,False,False
2024-06-09 02:00:00,02:00:00,2,Sunday,1310.0,782.0,340.0,188.0,False,False,False,True,False,False,False,False
2024-06-09 03:00:00,03:00:00,3,Sunday,1194.0,799.0,206.0,189.0,False,False,False,True,False,False,False,False
2024-06-09 04:00:00,04:00:00,4,Sunday,865.0,365.0,312.0,188.0,False,False,False,True,False,False,False,False
2024-06-09 05:00:00,05:00:00,5,Sunday,633.0,235.0,210.0,188.0,False,False,False,True,False,False,False,False
2024-06-09 06:00:00,06:00:00,6,Sunday,737.0,406.0,204.0,127.0,False,False,False,True,False,False,False,False
2024-06-09 07:00:00,07:00:00,7,Sunday,1154.0,829.0,206.0,119.0,False,False,False,True,False,False,False,False
2024-06-09 08:00:00,08:00:00,8,Sunday,1315.0,917.0,290.0,108.0,False,False,False,True,False,False,False,False
2024-06-09 09:00:00,09:00:00,9,Sunday,617.0,318.0,190.0,109.0,False,False,False,True,False,False,False,False
2024-06-09 10:00:00,10:00:00,10,Sunday,1805.0,629.0,668.0,508.0,False,False,False,True,False,False,False,False
2024-06-09 11:00:00,11:00:00,11,Sunday,1795.0,719.0,569.0,507.0,False,False,False,True,False,False,False,False
2024-06-09 12:00:00,12:00:00,12,Sunday,2214.0,1289.0,609.0,316.0,False,False,False,True,False,False,False,False
2024-06-09 13:00:00,13:00:00,13,Sunday,2534.0,664.0,1591.0,279.0,False,False,False,True,False,False,False,False
2024-06-09 14:00:00,14:00:00,14,Sunday,2058.0,549.0,1273.0,236.0,False,False,False,True,False,False,False,False
2024-06-09 15:00:00,15:00:00,15,Sunday,1675.0,585.0,778.0,312.0,False,False,False,True,False,False,False,False
2024-06-09 16:00:00,16:00:00,16,Sunday,1272.0,976.0,192.0,104.0,False,False,False,True,False,False,False,False
2024-06-09 17:00:00,17:00:00,17,Sunday,1155.0,766.0,283.0,106.0,False,False,False,True,False,False,False,False
2024-06-09 18:00:00,18:00:00,18,Sunday,776.0,365.0,285.0,126.0,False,False,False,True,False,False,False,False
2024-06-09 19:00:00,19:00:00,19,Sunday,793.0,336.0,292.0,165.0,False,False,False,True,False,False,False,False
2024-06-09 20:00:00,20:00:00,20,Sunday,1203.0,737.0,283.0,183.0,False,False,False,True,False,False,False,False
2024-06-09 21:00:00,21:00:00,21,Sunday,1279.0,863.0,233.0,183.0,False,False,False,True,False,False,False,False
2024-06-09 22:00:00,22:00:00,22,Sunday,692.0,210.0,300.0,182.0,False,False,False,True,False,False,False,False
2024-06-09 23:00:00,23:00:00,23,Sunday,714.0,319.0,212.0,183.0,False,False,False,True,False,False,False,False
2024-06-10 00:00:00,00:00:00,0,Monday,679.0,200.0,296.0,183.0,False,True,False,False,False,False,False,False
2024-06-10 01:00:00,01:00:00,1,Monday,1465.0,977.0,305.0,183.0,False,True,False,False,False,False,False,False
2024-06-10 02:00:00,02:00:00,2,Monday,1333.0,829.0,320.0,184.0,False,True,False,False,False,False,False,False
2024-06-10 03:00:00,03:00:00,3,Monday,771.0,384.0,203.0,184.0,False,True,False,False,False,False,False,False
2024-06-10 04:00:00,04:00:00,4,Monday,650.0,171.0,295.0,184.0,False,True,False,False,False,False,False,False
2024-06-10 05:00:00,05:00:00,5,Monday,878.0,375.0,319.0,184.0,False,True,False,False,False,False,False,False
2024-06-10 06:00:00,06:00:00,6,Monday,1178.0,738.0,317.0,123.0,False,True,False,False,False,False,False,False
2024-06-10 07:00:00,07:00:00,7,Monday,1107.0,688.0,310.0,109.0,False,True,False,False,False,False,False,False
2024-06-10 08:00:00,08:00:00,8,Monday,611.0,224.0,283.0,104.0,False,True,False,False,False,False,False,False
2024-06-10 09:00:00,09:00:00,9,Monday,1294.0,999.0,191.0,104.0,False,True,False,False,False,False,False,False
2024-06-10 10:00:00,10:00:00,10,Monday,1559.0,896.0,370.0,293.0,False,True,False,False,False,False,False,False
2024-06-10 11:00:00,11:00:00,11,Monday,1682.0,1067.0,341.0,274.0,False,True,False,False,False,False,False,False
2024-06-10 12:00:00,12:00:00,12,Monday,7033.0,5267.0,1489.0,277.0,False,True,False,False,False,False,False,False
2024-06-10 13:00:00,13:00:00,13,Monday,4175.0,3423.0,487.0,265.0,False,True,False,False,False,False,False,False
2024-06-10 14:00:00,14:00:00,14,Monday,4157.0,3524.0,353.0,280.0,False,True,False,False,False,False,False,False
2024-06-10 15:00:00,15:00:00,15,Monday,1859.0,1051.0,398.0,410.0,False,True,False,False,False,False,False,False
2024-06-10 16:00:00,16:00:00,16,Monday,1263.0,871.0,286.0,106.0,False,True,False,False,False,False,False,False
2024-06-10 17:00:00,17:00:00,17,Monday,1946.0,1406.0,409.0,131.0,False,True,False,False,False,False,False,False
2024-06-10 18:00:00,18:00:00,18,Monday,1591.0,1134.0,329.0,128.0,False,True,False,False,False,False,False,False
2024-06-10 19:00:00,19:00:00,19,Monday,820.0,382.0,265.0,173.0,False,True,False,False,False,False,False,False
2024-06-10 20:00:00,20:00:00,20,Monday,747.0,394.0,170.0,183.0,False,True,False,False,False,False,False,False
2024-06-10 21:00:00,21:00:00,21,Monday,1327.0,876.0,267.0,184.0,False,True,False,False,False,False,False,False
2024-06-10 22:00:00,22:00:00,22,Monday,1152.0,708.0,260.0,184.0,False,True,False,False,False,False,False,False
2024-06-10 23:00:00,23:00:00,23,Monday,895.0,393.0,319.0,183.0,False,True,False,False,False,False,False,False
2024-06-11 00:00:00,00:00:00,0,Tuesday,909.0,418.0,307.0,184.0,False,False,False,False,False,True,False,False
2024-06-11 01:00:00,01:00:00,1,Tuesday,910.0,461.0,266.0,183.0,False,False,False,False,False,True,False,False
2024-06-11 02:00:00,02:00:00,2,Tuesday,1260.0,905.0,172.0,183.0,False,False,False,False,False,True,False,False
2024-06-11 03:00:00,03:00:00,3,Tuesday,1108.0,752.0,172.0,184.0,False,False,False,False,False,True,False,False
2024-06-11 04:00:00,04:00:00,4,Tuesday,913.0,459.0,270.0,184.0,False,False,False,False,False,True,False,False
2024-06-11 05:00:00,05:00:00,5,Tuesday,1115.0,618.0,314.0,183.0,False,False,False,False,False,True,False,False
2024-06-11 06:00:00,06:00:00,6,Tuesday,943.0,655.0,165.0,123.0,False,False,False,False,False,True,False,False
2024-06-11 07:00:00,07:00:00,7,Tuesday,1146.0,813.0,220.0,113.0,False,False,False,False,False,True,False,False
2024-06-11 08:00:00,08:00:00,8,Tuesday,1333.0,965.0,262.0,106.0,False,False,False,False,False,True,False,False
2024-06-11 09:00:00,09:00:00,9,Tuesday,1428.0,1065.0,259.0,104.0,False,False,False,False,False,True,False,False
2024-06-11 10:00:00,10:00:00,10,Tuesday,3099.0,2248.0,365.0,486.0,False,False,False,False,False,True,False,False
2024-06-11 11:00:00,11:00:00,11,Tuesday,3614.0,1256.0,1854.0,504.0,False,False,False,False,False,True,False,False
2024-06-11 12:00:00,12:00:00,12,Tuesday,3123.0,1305.0,1519.0,299.0,False,False,False,False,False,True,False,False
2024-06-11 13:00:00,13:00:00,13,Tuesday,1179.0,565.0,380.0,234.0,False,False,False,False,False,True,False,False
2024-06-11 14:00:00,14:00:00,14,Tuesday,1478.0,514.0,356.0,608.0,False,False,False,False,False,True,False,False
2024-06-11 15:00:00,15:00:00,15,Tuesday,2662.0,793.0,1321.0,548.0,False,False,False,False,False,True,False,False
2024-06-11 16:00:00,16:00:00,16,Tuesday,3799.0,2225.0,1471.0,103.0,False,False,False,False,False,True,False,False
2024-06-11 17:00:00,17:00:00,17,Tuesday,1148.0,807.0,234.0,107.0,False,False,False,False,False,True,False,False
2024-06-11 18:00:00,18:00:00,18,Tuesday,606.0,272.0,206.0,128.0,False,False,False,False,False,True,False,False
2024-06-11 19:00:00,19:00:00,19,Tuesday,962.0,384.0,406.0,172.0,False,False,False,False,False,True,False,False
2024-06-11 20:00:00,20:00:00,20,Tuesday,1153.0,678.0,292.0,183.0,False,False,False,False,False,True,False,False
2024-06-11 21:00:00,21:00:00,21,Tuesday,1186.0,803.0,199.0,184.0,False,False,False,False,False,True,False,False
2024-06-11 22:00:00,22:00:00,22,Tuesday,853.0,225.0,444.0,184.0,False,False,False,False,False,True,False,False
2024-06-11 23:00:00,23:00:00,23,Tuesday,922.0,330.0,409.0,183.0,False,False,False,False,False,True,False,False
2024-06-12 00:00:00,00:00:00,0,Wednesday,699.0,291.0,225.0,183.0,False,False,False,False,False,False,True,False
2024-06-12 01:00:00,01:00:00,1,Wednesday,1524.0,1024.0,317.0,183.0,False,False,False,False,False,False,True,False
2024-06-12 02:00:00,02:00:00,2,Wednesday,1362.0,854.0,324.0,184.0,False,False,False,False,False,False,True,False
2024-06-12 03:00:00,03:00:00,3,Wednesday,1055.0,666.0,205.0,184.0,False,False,False,False,False,False,True,False
2024-06-12 04:00:00,04:00:00,4,Wednesday,737.0,348.0,205.0,184.0,False,False,False,False,False,False,True,False
2024-06-12 05:00:00,05:00:00,5,Wednesday,936.0,453.0,298.0,185.0,False,False,False,False,False,False,True,False
2024-06-12 06:00:00,06:00:00,6,Wednesday,1103.0,784.0,197.0,122.0,False,False,False,False,False,False,True,False
2024-06-12 07:00:00,07:00:00,7,Wednesday,1066.0,657.0,295.0,114.0,False,False,False,False,False,False,True,False
2024-06-12 08:00:00,08:00:00,8,Wednesday,685.0,257.0,323.0,105.0,False,False,False,False,False,False,True,False
2024-06-12 09:00:00,09:00:00,9,Wednesday,651.0,211.0,340.0,100.0,False,False,False,False,False,False,True,False
2024-06-12 10:00:00,10:00:00,10,Wednesday,7054.0,5163.0,1540.0,351.0,False,False,False,False,False,False,True,False
2024-06-12 11:00:00,11:00:00,11,Wednesday,1767.0,929.0,695.0,143.0,False,False,False,False,False,False,True,False
2024-06-12 12:00:00,12:00:00,12,Wednesday,4013.0,1974.0,1590.0,449.0,False,False,False,False,False,False,True,False
2024-06-12 13:00:00,13:00:00,13,Wednesday,1559.0,575.0,707.0,277.0,False,False,False,False,False,False,True,False
2024-06-12 14:00:00,14:00:00,14,Wednesday,1523.0,611.0,712.0,200.0,False,False,False,False,False,False,True,False
2024-06-12 15:00:00,15:00:00,15,Wednesday,2672.0,965.0,1576.0,131.0,False,False,False,False,False,False,True,False
2024-06-12 16:00:00,16:00:00,16,Wednesday,1408.0,933.0,364.0,111.0,False,False,False,False,False,False,True,False
2024-06-12 17:00:00,17:00:00,17,Wednesday,647.0,239.0,298.0,110.0,False,False,False,False,False,False,True,False
2024-06-12 18:00:00,18:00:00,18,Wednesday,776.0,346.0,297.0,133.0,False,False,False,False,False,False,True,False
2024-06-12 19:00:00,19:00:00,19,Wednesday,1182.0,498.0,501.0,183.0,False,False,False,False,False,False,True,False
2024-06-12 20:00:00,20:00:00,20,Wednesday,1447.0,1065.0,193.0,189.0,False,False,False,False,False,False,True,False
2024-06-12 21:00:00,21:00:00,21,Wednesday,1341.0,840.0,311.0,190.0,False,False,False,False,False,False,True,False
2024-06-12 22:00:00,22:00:00,22,Wednesday,930.0,442.0,297.0,191.0,False,False,False,False,False,False,True,False
2024-06-12 23:00:00,23:00:00,23,Wednesday,948.0,349.0,408.0,191.0,False,False,False,False,False,False,True,False
2024-06-13 00:00:00,00:00:00,0,Thursday,1753.0,1086.0,475.0,192.0,False,False,False,False,True,False,False,False
2024-06-13 01:00:00,01:00:00,1,Thursday,1374.0,975.0,207.0,192.0,False,False,False,False,True,False,False,False
2024-06-13 02:00:00,02:00:00,2,Thursday,789.0,393.0,206.0,190.0,False,False,False,False,True,False,False,False
2024-06-13 03:00:00,03:00:00,3,Thursday,629.0,231.0,207.0,191.0,False,False,False,False,True,False,False,False
2024-06-13 04:00:00,04:00:00,4,Thursday,639.0,230.0,218.0,191.0,False,False,False,False,True,False,False,False
2024-06-13 05:00:00,05:00:00,5,Thursday,1157.0,763.0,203.0,191.0,False,False,False,False,True,False,False,False
2024-06-13 06:00:00,06:00:00,6,Thursday,1198.0,871.0,198.0,129.0,False,False,False,False,True,False,False,False
2024-06-13 07:00:00,07:00:00,7,Thursday,679.0,273.0,285.0,121.0,False,False,False,False,True,False,False,False
2024-06-13 08:00:00,08:00:00,8,Thursday,780.0,361.0,306.0,113.0,False,False,False,False,True,False,False,False
2024-06-13 09:00:00,09:00:00,9,Thursday,1633.0,1236.0,287.0,110.0,False,False,False,False,True,False,False,False
2024-06-13 10:00:00,10:00:00,10,Thursday,2535.0,1764.0,588.0,183.0,False,False,False,False,True,False,False,False
2024-06-13 11:00:00,11:00:00,11,Thursday,5235.0,3418.0,1693.0,124.0,False,False,False,False,True,False,False,False
2024-06-13 12:00:00,12:00:00,12,Thursday,2314.0,910.0,1229.0,175.0,False,False,False,False,True,False,False,False
2024-06-13 13:00:00,13:00:00,13,Thursday,1569.0,861.0,561.0,147.0,False,False,False,False,True,False,False,False
2024-06-13 14:00:00,14:00:00,14,Thursday,3662.0,3060.0,453.0,149.0,False,False,False,False,True,False,False,False
2024-06-13 15:00:00,15:00:00,15,Thursday,4142.0,2435.0,1532.0,175.0,False,False,False,False,True,False,False,False
2024-06-13 16:00:00,16:00:00,16,Thursday,1064.0,601.0,358.0,105.0,False,False,False,False,True,False,False,False
2024-06-13 17:00:00,17:00:00,17,Thursday,1010.0,702.0,205.0,103.0,False,False,False,False,True,False,False,False
